section,category,description,region,date,metric,value
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2020-12-31,Confirmed COVID-19,989
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-01-01,Confirmed COVID-19,952
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-01-02,Confirmed COVID-19,918
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-01-03,Confirmed COVID-19,908
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-01-04,Confirmed COVID-19,924
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-01-05,Confirmed COVID-19,911
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-01-06,Confirmed COVID-19,911
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-01-07,Confirmed COVID-19,857
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-01-08,Confirmed COVID-19,833
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-01-09,Confirmed COVID-19,817
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-01-10,Confirmed COVID-19,801
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-01-11,Confirmed COVID-19,833
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-01-12,Confirmed COVID-19,832
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-01-13,Confirmed COVID-19,814
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-01-14,Confirmed COVID-19,822
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-01-15,Confirmed COVID-19,818
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-01-16,Confirmed COVID-19,806
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-01-17,Confirmed COVID-19,796
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-01-18,Confirmed COVID-19,780
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-01-19,Confirmed COVID-19,727
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-01-20,Confirmed COVID-19,744
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-01-21,Confirmed COVID-19,712
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-01-22,Confirmed COVID-19,708
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-01-23,Confirmed COVID-19,679
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-01-24,Confirmed COVID-19,696
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-01-25,Confirmed COVID-19,644
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-01-26,Confirmed COVID-19,674
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-01-27,Confirmed COVID-19,662
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-01-28,Confirmed COVID-19,644
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-01-29,Confirmed COVID-19,596
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-01-30,Confirmed COVID-19,583
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-01-31,Confirmed COVID-19,558
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-02-01,Confirmed COVID-19,556
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-02-02,Confirmed COVID-19,529
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-02-03,Confirmed COVID-19,521
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-02-04,Confirmed COVID-19,538
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-02-05,Confirmed COVID-19,502
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-02-06,Confirmed COVID-19,479
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-02-07,Confirmed COVID-19,467
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-02-08,Confirmed COVID-19,474
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-02-09,Confirmed COVID-19,464
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-02-10,Confirmed COVID-19,472
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-02-11,Confirmed COVID-19,456
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-02-12,Confirmed COVID-19,430
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-02-13,Confirmed COVID-19,432
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-02-14,Confirmed COVID-19,428
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-02-15,Confirmed COVID-19,411
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-02-16,Confirmed COVID-19,406
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-02-17,Confirmed COVID-19,440
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-02-18,Confirmed COVID-19,425
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-02-19,Confirmed COVID-19,404
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-02-20,Confirmed COVID-19,389
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-02-21,Confirmed COVID-19,399
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-02-22,Confirmed COVID-19,392
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-02-23,Confirmed COVID-19,387
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-02-24,Confirmed COVID-19,376
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-02-25,Confirmed COVID-19,374
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-02-26,Confirmed COVID-19,358
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-02-27,Confirmed COVID-19,349
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-02-28,Confirmed COVID-19,358
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-03-01,Confirmed COVID-19,369
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-03-02,Confirmed COVID-19,355
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-03-03,Confirmed COVID-19,341
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-03-04,Confirmed COVID-19,314
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-03-05,Confirmed COVID-19,311
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-03-06,Confirmed COVID-19,288
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-03-07,Confirmed COVID-19,306
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-03-08,Confirmed COVID-19,311
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-03-09,Confirmed COVID-19,299
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-03-10,Confirmed COVID-19,300
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-03-11,Confirmed COVID-19,286
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-03-12,Confirmed COVID-19,303
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-03-13,Confirmed COVID-19,293
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-03-14,Confirmed COVID-19,283
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-03-15,Confirmed COVID-19,328
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-03-16,Confirmed COVID-19,341
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-03-17,Confirmed COVID-19,345
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-03-18,Confirmed COVID-19,337
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-03-19,Confirmed COVID-19,331
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-03-20,Confirmed COVID-19,328
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-03-21,Confirmed COVID-19,333
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-03-22,Confirmed COVID-19,329
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-03-23,Confirmed COVID-19,317
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-03-24,Confirmed COVID-19,304
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-03-25,Confirmed COVID-19,311
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-03-26,Confirmed COVID-19,319
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-03-27,Confirmed COVID-19,325
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-03-28,Confirmed COVID-19,323
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-03-29,Confirmed COVID-19,324
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-03-30,Confirmed COVID-19,329
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-03-31,Confirmed COVID-19,320
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-04-01,Confirmed COVID-19,326
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-04-02,Confirmed COVID-19,335
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-04-03,Confirmed COVID-19,322
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-04-04,Confirmed COVID-19,324
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-04-05,Confirmed COVID-19,351
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-04-06,Confirmed COVID-19,374
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-04-07,Confirmed COVID-19,392
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-04-08,Confirmed COVID-19,393
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-04-09,Confirmed COVID-19,404
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-04-10,Confirmed COVID-19,417
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-04-11,Confirmed COVID-19,421
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-04-12,Confirmed COVID-19,429
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-04-13,Confirmed COVID-19,439
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-04-14,Confirmed COVID-19,469
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-04-15,Confirmed COVID-19,488
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-04-16,Confirmed COVID-19,500
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-04-17,Confirmed COVID-19,520
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-04-18,Confirmed COVID-19,509
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-04-19,Confirmed COVID-19,510
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-04-20,Confirmed COVID-19,553
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-04-21,Confirmed COVID-19,561
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-04-22,Confirmed COVID-19,551
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-04-23,Confirmed COVID-19,573
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-04-24,Confirmed COVID-19,563
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-04-25,Confirmed COVID-19,570
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-04-26,Confirmed COVID-19,606
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-04-27,Confirmed COVID-19,622
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-04-28,Confirmed COVID-19,634
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-04-29,Confirmed COVID-19,628
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-04-30,Confirmed COVID-19,617
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-05-01,Confirmed COVID-19,612
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-05-02,Confirmed COVID-19,625
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-05-03,Confirmed COVID-19,631
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-05-04,Confirmed COVID-19,639
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-05-05,Confirmed COVID-19,666
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-05-06,Confirmed COVID-19,661
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-05-07,Confirmed COVID-19,667
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-05-08,Confirmed COVID-19,679
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-05-09,Confirmed COVID-19,664
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-05-10,Confirmed COVID-19,653
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-05-11,Confirmed COVID-19,631
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-05-12,Confirmed COVID-19,624
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-05-13,Confirmed COVID-19,603
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-05-14,Confirmed COVID-19,582
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-05-15,Confirmed COVID-19,577
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-05-16,Confirmed COVID-19,563
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-05-17,Confirmed COVID-19,530
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-05-18,Confirmed COVID-19,528
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-05-19,Confirmed COVID-19,521
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-05-20,Confirmed COVID-19,516
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-05-21,Confirmed COVID-19,538
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-05-22,Confirmed COVID-19,525
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-05-23,Confirmed COVID-19,516
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-05-24,Confirmed COVID-19,511
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-05-25,Confirmed COVID-19,509
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-05-26,Confirmed COVID-19,528
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-05-27,Confirmed COVID-19,508
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-05-28,Confirmed COVID-19,453
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-05-29,Confirmed COVID-19,462
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-05-30,Confirmed COVID-19,471
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-05-31,Confirmed COVID-19,469
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-06-01,Confirmed COVID-19,456
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-06-02,Confirmed COVID-19,429
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-06-03,Confirmed COVID-19,435
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-06-04,Confirmed COVID-19,431
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-06-05,Confirmed COVID-19,415
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-06-06,Confirmed COVID-19,411
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-06-07,Confirmed COVID-19,403
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-06-08,Confirmed COVID-19,396
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-06-09,Confirmed COVID-19,371
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-06-10,Confirmed COVID-19,358
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-06-11,Confirmed COVID-19,352
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-06-12,Confirmed COVID-19,340
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-06-13,Confirmed COVID-19,334
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-06-14,Confirmed COVID-19,326
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-06-15,Confirmed COVID-19,340
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-06-16,Confirmed COVID-19,330
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-06-17,Confirmed COVID-19,345
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-06-18,Confirmed COVID-19,333
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-06-19,Confirmed COVID-19,314
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-06-20,Confirmed COVID-19,323
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-06-21,Confirmed COVID-19,300
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-06-22,Confirmed COVID-19,287
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-06-23,Confirmed COVID-19,303
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-06-24,Confirmed COVID-19,285
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-06-25,Confirmed COVID-19,279
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-06-26,Confirmed COVID-19,266
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-06-27,Confirmed COVID-19,262
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-06-28,Confirmed COVID-19,266
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-06-29,Confirmed COVID-19,266
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-06-30,Confirmed COVID-19,270
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-07-01,Confirmed COVID-19,268
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-07-02,Confirmed COVID-19,269
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-07-03,Confirmed COVID-19,276
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-07-04,Confirmed COVID-19,271
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-07-05,Confirmed COVID-19,281
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-07-06,Confirmed COVID-19,284
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-07-07,Confirmed COVID-19,285
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-07-08,Confirmed COVID-19,284
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-07-09,Confirmed COVID-19,282
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-07-10,Confirmed COVID-19,271
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-07-11,Confirmed COVID-19,275
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-07-12,Confirmed COVID-19,263
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-07-13,Confirmed COVID-19,269
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-07-14,Confirmed COVID-19,266
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-07-15,Confirmed COVID-19,264
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-07-16,Confirmed COVID-19,267
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-07-17,Confirmed COVID-19,268
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-07-18,Confirmed COVID-19,261
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-07-19,Confirmed COVID-19,273
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-07-20,Confirmed COVID-19,298
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-07-21,Confirmed COVID-19,277
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-07-22,Confirmed COVID-19,266
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-07-23,Confirmed COVID-19,275
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-07-24,Confirmed COVID-19,279
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-07-25,Confirmed COVID-19,281
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-07-26,Confirmed COVID-19,291
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-07-27,Confirmed COVID-19,292
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-07-28,Confirmed COVID-19,297
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-07-29,Confirmed COVID-19,313
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-07-30,Confirmed COVID-19,314
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-07-31,Confirmed COVID-19,321
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-08-01,Confirmed COVID-19,327
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-08-02,Confirmed COVID-19,353
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-08-03,Confirmed COVID-19,383
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-08-04,Confirmed COVID-19,367
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-08-05,Confirmed COVID-19,384
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-08-06,Confirmed COVID-19,408
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-08-07,Confirmed COVID-19,422
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-08-08,Confirmed COVID-19,428
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-08-09,Confirmed COVID-19,478
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-08-10,Confirmed COVID-19,494
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-08-11,Confirmed COVID-19,501
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-08-12,Confirmed COVID-19,514
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-08-13,Confirmed COVID-19,520
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-08-14,Confirmed COVID-19,508
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-08-15,Confirmed COVID-19,519
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-08-16,Confirmed COVID-19,566
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-08-17,Confirmed COVID-19,586
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-08-18,Confirmed COVID-19,606
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-08-19,Confirmed COVID-19,612
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-08-20,Confirmed COVID-19,627
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-08-21,Confirmed COVID-19,648
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-08-22,Confirmed COVID-19,643
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-08-23,Confirmed COVID-19,665
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-08-24,Confirmed COVID-19,676
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-08-25,Confirmed COVID-19,680
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-08-26,Confirmed COVID-19,682
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-08-27,Confirmed COVID-19,705
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-08-28,Confirmed COVID-19,756
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-08-29,Confirmed COVID-19,756
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-08-30,Confirmed COVID-19,796
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-08-31,Confirmed COVID-19,808
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-09-01,Confirmed COVID-19,796
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-09-02,Confirmed COVID-19,816
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-09-03,Confirmed COVID-19,833
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-09-04,Confirmed COVID-19,833
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-09-05,Confirmed COVID-19,840
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-09-06,Confirmed COVID-19,855
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-09-07,Confirmed COVID-19,862
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-09-08,Confirmed COVID-19,891
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-09-09,Confirmed COVID-19,894
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-09-10,Confirmed COVID-19,902
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-09-11,Confirmed COVID-19,904
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-09-12,Confirmed COVID-19,895
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-09-13,Confirmed COVID-19,914
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-09-14,Confirmed COVID-19,921
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-09-15,Confirmed COVID-19,898
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-09-16,Confirmed COVID-19,887
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-09-17,Confirmed COVID-19,868
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-09-18,Confirmed COVID-19,847
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-09-19,Confirmed COVID-19,849
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-09-20,Confirmed COVID-19,890
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-09-21,Confirmed COVID-19,876
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-09-22,Confirmed COVID-19,877
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-09-23,Confirmed COVID-19,900
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-09-24,Confirmed COVID-19,881
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-09-25,Confirmed COVID-19,871
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-09-26,Confirmed COVID-19,879
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-09-27,Confirmed COVID-19,884
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-09-28,Confirmed COVID-19,866
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-09-29,Confirmed COVID-19,865
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-09-30,Confirmed COVID-19,846
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-10-01,Confirmed COVID-19,829
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-10-02,Confirmed COVID-19,815
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-10-03,Confirmed COVID-19,829
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-10-04,Confirmed COVID-19,864
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-10-05,Confirmed COVID-19,881
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-10-06,Confirmed COVID-19,922
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-10-07,Confirmed COVID-19,909
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-10-08,Confirmed COVID-19,890
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-10-09,Confirmed COVID-19,880
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-10-10,Confirmed COVID-19,892
Hospital Data,Hospital Level,Currently Hospitalized,Colorado,2021-10-11,Confirmed COVID-19,944
