section,category,description,region,date,metric,value
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-16,Acute Care Hospital Beds in Use,6903
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-16,Total Acute Care Hospital Beds,8564
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-16,Percent of Acute Care Hospital Beds in Use,0.81
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-16,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.77
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-17,ICU Hospital Beds in Use,1252
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-17,Total ICU Hospital Beds,1686
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-17,Percent of ICU Hospital Beds in Use,0.74
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-17,7-Day Average of Percent of ICU Hospital Beds in Use,0.71
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-17,Acute Care Hospital Beds in Use,7086
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-17,Total Acute Care Hospital Beds,8775
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-17,Percent of Acute Care Hospital Beds in Use,0.81
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-17,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-18,ICU Hospital Beds in Use,1228
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-18,Total ICU Hospital Beds,1686
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-18,Percent of ICU Hospital Beds in Use,0.73
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-18,7-Day Average of Percent of ICU Hospital Beds in Use,0.72
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-18,Acute Care Hospital Beds in Use,6972
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-18,Total Acute Care Hospital Beds,8770
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-18,Percent of Acute Care Hospital Beds in Use,0.79
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-18,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-19,ICU Hospital Beds in Use,1189
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-19,Total ICU Hospital Beds,1686
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-19,Percent of ICU Hospital Beds in Use,0.71
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-19,7-Day Average of Percent of ICU Hospital Beds in Use,0.72
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-19,Acute Care Hospital Beds in Use,6728
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-19,Total Acute Care Hospital Beds,8717
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-19,Percent of Acute Care Hospital Beds in Use,0.77
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-19,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-20,ICU Hospital Beds in Use,1141
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-20,Total ICU Hospital Beds,1664
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-20,Percent of ICU Hospital Beds in Use,0.69
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-20,7-Day Average of Percent of ICU Hospital Beds in Use,0.71
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-20,Acute Care Hospital Beds in Use,6660
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-20,Total Acute Care Hospital Beds,8701
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-20,Percent of Acute Care Hospital Beds in Use,0.77
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-20,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-21,ICU Hospital Beds in Use,987
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-21,Total ICU Hospital Beds,1523
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-21,Percent of ICU Hospital Beds in Use,0.65
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-21,7-Day Average of Percent of ICU Hospital Beds in Use,0.71
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-21,Acute Care Hospital Beds in Use,6505
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-21,Total Acute Care Hospital Beds,8814
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-21,Percent of Acute Care Hospital Beds in Use,0.74
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-21,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-22,ICU Hospital Beds in Use,1080
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-22,Total ICU Hospital Beds,1556
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-22,Percent of ICU Hospital Beds in Use,0.69
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-22,7-Day Average of Percent of ICU Hospital Beds in Use,0.71
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-22,Acute Care Hospital Beds in Use,6756
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-22,Total Acute Care Hospital Beds,8836
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-22,Percent of Acute Care Hospital Beds in Use,0.76
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-22,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-23,ICU Hospital Beds in Use,1463
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-23,Total ICU Hospital Beds,1901
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-23,Percent of ICU Hospital Beds in Use,0.77
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-23,7-Day Average of Percent of ICU Hospital Beds in Use,0.71
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-23,Acute Care Hospital Beds in Use,6875
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-23,Total Acute Care Hospital Beds,8766
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-23,Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-23,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-24,ICU Hospital Beds in Use,1495
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-24,Total ICU Hospital Beds,1919
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-24,Percent of ICU Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-24,7-Day Average of Percent of ICU Hospital Beds in Use,0.72
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-24,Acute Care Hospital Beds in Use,6821
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-24,Total Acute Care Hospital Beds,8766
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-24,Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-24,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.77
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-25,ICU Hospital Beds in Use,1480
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-25,Total ICU Hospital Beds,1894
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-25,Percent of ICU Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-25,7-Day Average of Percent of ICU Hospital Beds in Use,0.72
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-25,Acute Care Hospital Beds in Use,6959
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-25,Total Acute Care Hospital Beds,8856
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-25,Percent of Acute Care Hospital Beds in Use,0.79
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-25,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.77
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-26,ICU Hospital Beds in Use,1497
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-26,Total ICU Hospital Beds,1920
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-26,Percent of ICU Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-26,7-Day Average of Percent of ICU Hospital Beds in Use,0.73
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-26,Acute Care Hospital Beds in Use,6785
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-26,Total Acute Care Hospital Beds,8798
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-26,Percent of Acute Care Hospital Beds in Use,0.77
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-26,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.77
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-27,ICU Hospital Beds in Use,1462
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-27,Total ICU Hospital Beds,1914
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-27,Percent of ICU Hospital Beds in Use,0.76
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-27,7-Day Average of Percent of ICU Hospital Beds in Use,0.75
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-27,Acute Care Hospital Beds in Use,6693
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-27,Total Acute Care Hospital Beds,8783
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-27,Percent of Acute Care Hospital Beds in Use,0.76
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-27,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.77
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-28,ICU Hospital Beds in Use,1448
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-28,Total ICU Hospital Beds,1920
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-28,Percent of ICU Hospital Beds in Use,0.75
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-28,7-Day Average of Percent of ICU Hospital Beds in Use,0.76
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-28,Acute Care Hospital Beds in Use,6612
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-28,Total Acute Care Hospital Beds,8794
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-28,Percent of Acute Care Hospital Beds in Use,0.75
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-28,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.77
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-29,ICU Hospital Beds in Use,1489
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-29,Total ICU Hospital Beds,1917
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-29,Percent of ICU Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-29,7-Day Average of Percent of ICU Hospital Beds in Use,0.77
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-29,Acute Care Hospital Beds in Use,7091
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-29,Total Acute Care Hospital Beds,9129
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-29,Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-29,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.77
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-30,ICU Hospital Beds in Use,1489
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-30,Total ICU Hospital Beds,1919
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-30,Percent of ICU Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-30,7-Day Average of Percent of ICU Hospital Beds in Use,0.77
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-30,Acute Care Hospital Beds in Use,7199
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-30,Total Acute Care Hospital Beds,9130
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-30,Percent of Acute Care Hospital Beds in Use,0.79
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-09-30,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.77
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-01,ICU Hospital Beds in Use,1477
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-01,Total ICU Hospital Beds,1919
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-01,Percent of ICU Hospital Beds in Use,0.77
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-01,7-Day Average of Percent of ICU Hospital Beds in Use,0.77
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-01,Acute Care Hospital Beds in Use,7230
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-01,Total Acute Care Hospital Beds,9124
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-01,Percent of Acute Care Hospital Beds in Use,0.79
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-01,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-02,ICU Hospital Beds in Use,1441
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-02,Total ICU Hospital Beds,1900
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-02,Percent of ICU Hospital Beds in Use,0.76
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-02,7-Day Average of Percent of ICU Hospital Beds in Use,0.77
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-02,Acute Care Hospital Beds in Use,7162
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-02,Total Acute Care Hospital Beds,9124
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-02,Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-02,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-03,ICU Hospital Beds in Use,1429
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-03,Total ICU Hospital Beds,1896
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-03,Percent of ICU Hospital Beds in Use,0.75
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-03,7-Day Average of Percent of ICU Hospital Beds in Use,0.76
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-03,Acute Care Hospital Beds in Use,7041
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-03,Total Acute Care Hospital Beds,9124
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-03,Percent of Acute Care Hospital Beds in Use,0.77
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-03,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-04,ICU Hospital Beds in Use,1468
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-04,Total ICU Hospital Beds,1915
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-04,Percent of ICU Hospital Beds in Use,0.77
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-04,7-Day Average of Percent of ICU Hospital Beds in Use,0.77
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-04,Acute Care Hospital Beds in Use,6895
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-04,Total Acute Care Hospital Beds,9125
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-04,Percent of Acute Care Hospital Beds in Use,0.76
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-04,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.77
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-05,ICU Hospital Beds in Use,1414
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-05,Total ICU Hospital Beds,1915
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-05,Percent of ICU Hospital Beds in Use,0.74
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-05,7-Day Average of Percent of ICU Hospital Beds in Use,0.76
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-05,Acute Care Hospital Beds in Use,6812
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-05,Total Acute Care Hospital Beds,9109
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-05,Percent of Acute Care Hospital Beds in Use,0.75
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-05,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.77
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-06,ICU Hospital Beds in Use,1488
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-06,Total ICU Hospital Beds,1915
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-06,Percent of ICU Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-06,7-Day Average of Percent of ICU Hospital Beds in Use,0.76
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-06,Acute Care Hospital Beds in Use,7161
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-06,Total Acute Care Hospital Beds,9109
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-06,Percent of Acute Care Hospital Beds in Use,0.79
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-06,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-07,ICU Hospital Beds in Use,1499
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-07,Total ICU Hospital Beds,1915
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-07,Percent of ICU Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-07,7-Day Average of Percent of ICU Hospital Beds in Use,0.76
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-07,Acute Care Hospital Beds in Use,7320
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-07,Total Acute Care Hospital Beds,9168
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-07,Percent of Acute Care Hospital Beds in Use,0.8
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-07,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-08,ICU Hospital Beds in Use,1516
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-08,Total ICU Hospital Beds,1955
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-08,Percent of ICU Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-08,7-Day Average of Percent of ICU Hospital Beds in Use,0.76
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-08,Acute Care Hospital Beds in Use,7489
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-08,Total Acute Care Hospital Beds,9295
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-08,Percent of Acute Care Hospital Beds in Use,0.81
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-08,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-09,ICU Hospital Beds in Use,1556
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-09,Total ICU Hospital Beds,1957
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-09,Percent of ICU Hospital Beds in Use,0.8
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-09,7-Day Average of Percent of ICU Hospital Beds in Use,0.77
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-09,Acute Care Hospital Beds in Use,7539
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-09,Total Acute Care Hospital Beds,9310
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-09,Percent of Acute Care Hospital Beds in Use,0.81
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-09,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-10,ICU Hospital Beds in Use,1568
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-10,Total ICU Hospital Beds,1957
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-10,Percent of ICU Hospital Beds in Use,0.8
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-10,7-Day Average of Percent of ICU Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-10,Acute Care Hospital Beds in Use,7420
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-10,Total Acute Care Hospital Beds,9290
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-10,Percent of Acute Care Hospital Beds in Use,0.8
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-10,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.79
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-11,ICU Hospital Beds in Use,1546
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-11,Total ICU Hospital Beds,1957
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-11,Percent of ICU Hospital Beds in Use,0.79
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-11,7-Day Average of Percent of ICU Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-11,Acute Care Hospital Beds in Use,7201
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-11,Total Acute Care Hospital Beds,9283
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-11,Percent of Acute Care Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-11,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.79
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-12,ICU Hospital Beds in Use,1520
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-12,Total ICU Hospital Beds,1977
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-12,Percent of ICU Hospital Beds in Use,0.77
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-12,7-Day Average of Percent of ICU Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-12,Acute Care Hospital Beds in Use,7025
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-12,Total Acute Care Hospital Beds,9283
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-12,Percent of Acute Care Hospital Beds in Use,0.76
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-12,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.79
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-13,ICU Hospital Beds in Use,1535
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-13,Total ICU Hospital Beds,1977
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-13,Percent of ICU Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-13,7-Day Average of Percent of ICU Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-13,Acute Care Hospital Beds in Use,7319
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-13,Total Acute Care Hospital Beds,9284
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-13,Percent of Acute Care Hospital Beds in Use,0.79
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-13,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.79
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-14,ICU Hospital Beds in Use,1428
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-14,Total ICU Hospital Beds,1857
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-14,Percent of ICU Hospital Beds in Use,0.77
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-14,7-Day Average of Percent of ICU Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-14,Acute Care Hospital Beds in Use,7611
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-14,Total Acute Care Hospital Beds,9284
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-14,Percent of Acute Care Hospital Beds in Use,0.82
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-14,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.79
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-15,ICU Hospital Beds in Use,1436
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-15,Total ICU Hospital Beds,1863
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-15,Percent of ICU Hospital Beds in Use,0.77
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-15,7-Day Average of Percent of ICU Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-15,Acute Care Hospital Beds in Use,7460
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-15,Total Acute Care Hospital Beds,9284
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-15,Percent of Acute Care Hospital Beds in Use,0.8
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-15,7-Day Average of Percent of Acute Care Hospital Beds in Use,0.79
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-16,ICU Hospital Beds in Use,1470
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-16,Total ICU Hospital Beds,1897
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-16,Percent of ICU Hospital Beds in Use,0.77
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-16,7-Day Average of Percent of ICU Hospital Beds in Use,0.78
Hospital Data,Hospital Level,Hospital Bed Use,Colorado,2020-10-16,Acute Care Hospital Beds in Use,7404
